"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03"
"Horry","SC","Myrtle Beach","45","051",237,127.734737484737,126.121076233184,125.263157894737,124.328301668698,123.185559938261,121.440972222222,119.96,121.270521056388,119.842969307637,118.613366645846,117.050123253903,115.9,113.831570748159,112.692544670364,113.191205862758,111.930724823605,112.047565663037,111.728619236069,112.741935483871,111.992731677771,111.643041054806,109.722222222222,104.80719564247,109.706790123457,108.996728462377,108.110415480933,107.656838143036,109.772575722316,109.045902759823,108.594623433843,108.333333333333,106.643663739021,106.612159709619,106.619414332663,107.181818181818,107.230769230769,107.313115415658,106.712433257056,107.400359816064,108.6875,110.852187028658,111.469118420645,112.781954887218,112.948429951691,112.844086021505,112.813537386353,113.170132140865,113.895862389586,113.724137931034,114.151383620746,114.190476190476,115.2190622598,115.9,116.906054279749,116.383616383616,114.811306579599,116.896551724138,116.58119047619,116.657534246575,117.15625,117.250062242693,117.9588878656,119.171345746406,119.9,119.412941961308,117.756719108489,117.711075152823,116.819105691057,116.095238095238,116.258655664996,116.413268832066,116.583333333333,116.321700762134,116.159380188157,116.666666666667,116.785714285714,117.11570753643,117.369565217391,117.776804825842,117.480197295546,118.758116883117,118.587570621469,118.436507936508,118.402699121941,119.522674865488,120.7304722189,120.883720930233,121.188545842107,121.349597818832,121.428571428571,122.516129032258,123.327759197324,125.468340044381,125.558838016116,126.941719561454,126.747428507979,127.729724249797,130.258664280991,129.597423510467
"Madison","IL","St. Louis","17","119",238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.429910616961,95.1984126984127,95.8978416017411,96.8969375586129,96.5277777777778,94.6027236652237,93.284760649978,92.7152317880795,91.2698412698413,91.2756598240469,90.311986863711,90.9023786717752,92.4374370507714,93.8041907514451,95.6632653061225,96.2694877505568,95.1388888888889,94.0008300983911,93.4545454545455,91.6025641025641,91.3529373196958,90.2439024390244,90.2439024390244,91.0338517840805,92.5925925925926,94.2541634139995,95.437108286079,95.5253896430367,95.1719576719577,94.5495271279243,92.9337308544775,92.0781893004115,91.9117647058823,89.8970611042184,89.8148148148148,91.5976581425231,92.7772947459943,93.9675174013921,94.6613088404133,94.2708333333333,92.5314654481321,90.6,91.86986863711,90.4761904761905,89.3588474860123,87.8953125,87.3440661163713,87.8117874663166,89.8393724985706,92.073732718894,94.4822373393802,94.9648496379945,95.1635645798082,92.8667563930014,92.0117105813467,93.4217328370554,92.9054054054054,91.6988416988417,89.7307388102387,90.3614457831325,94.030217594222
"Osceola","FL","Orlando","12","097",239,77.0253795855037,76.4234853637762,72.0422650005075,70.4180064308682,67.0868154753958,64.3778374104876,64.034151547492,64.0215586427822,62.2396096673071,64.1886943290032,63.8238398142552,62.6917712691771,60.9671077102928,59.8591549295775,60.1020788595821,59.3448345294337,59.7391611043488,62.3348017621145,63.430777716492,64.8443337484433,64.602855437745,64.6470588235294,63.3559388038943,63.1316678016116,59.7849272687799,61.2203688056964,61.1001349999427,62.9039026437264,65.0452488687783,66.3176265270506,67.6470588235294,70.040899795501,68.8969044037109,72.7505259205539,81.8649939825657,84.4690966719493,85.8807157057654,85.9518348623853,87.9117364886473,89.9109792284867,92.891760904685,95.4993834771887,94.284128745838,96.4020797503595,97.5165285918678,97.6851248428523,97.0042194092827,98.3838709677419,98.5318791946309,98.8060384263495,99.644128113879,99.798927613941,99.4868871151653,97.1645810414375,101.321585903084,101.489552238806,101.383980095858,101.871650343183,103.244837758112,102.692882689651,102.962427745665,103.250471477678,103.153669724771,103.140756998698,103.661016949153,104.545454545455,105.152808988764,107.462159434914,108.12046339582,109.901685393258,110.796703388332,111.722054380665,112.786734371442,114.5958986731,116.224876201573,116.724390243902,115.389337262684,116.750090796811,117.713239141811,117.524324187871,118.881118881119,118.691588785047,118.691767708998,118.794326241135,119.266322051457,119.751092967881,120.983420729858,123.14244213319,124.320537077149,123.996789727127,124.635952283011,125.461088618983,126.433985315916,126.640926640927,127.410341841612,128.615766570271,129.419642857143,129.531914149829,130.764792876993
"Dauphin","PA","Harrisburg","42","043",240,104.065040650407,102.776349614396,103.376841674922,104.08950617284,103.347280334728,103.263473053892,102.60663507109,101.534391534392,101.398601398601,101.215395003376,100.546021840874,97.9292929292929,99.2022199098162,96.3482142857143,93.4146341463415,93.6604189636163,94.1038867501276,93.5160427807487,93.3886747702342,92.8021978021978,89.903872318158,89.6709672184356,90.2981143836684,87.9840546697039,92.7857142857143,92.9750392277255,95.1012145748988,96.1880341880342,98.0130710196109,95.5875,96.0453784491464,94.9736995908825,91.7618270799347,91.7764359280271,97.2763982126823,96.639231824417,96.8523002421308,95.7657921122995,97.9524678837052,97.0867208672087,103.25358649789,102.676577823067,102.998126171143,100,101.143677982902,99.3541977148535,95.294268495961,104.609846697104,99.1725711548987,97.6190476190476,97.0748829953198,97.9250720461095,97.5853018372703,100.290697674419,100.843755234929,99.4190867368583,101.109660574413,100.869360902256,98.7124463519313,97.5546305931322,98.3196085048937,98.125,98.2615131578947,99.2258261590889,100.007763401109,97.1617418351478,98.2142857142857,98.1462696335079,103.23097653773,99.2396958783513,99.7033967792367,96.9195664575014,96.4007458020722,93.1055900621118,97.9017340462687,96.6778805719092,99.8965625,103.039973868672,100.687651777534,100.544595721034,101.376660223368,104.149834437086,101.193860147811,101.0392998679,101.897071524535,99.2862077216382,102.969696969697,105.087175115826,105.562162838249,105.167265157853,106.993490642799,107.657052466942,105.838245553251,105.093676814988,105.299116997792,103.448275862069,104.938271604938,106.524699558072,107.942980380206
"Durham","NC","Durham","37","063",241,105.886426592798,106.274958291728,107.450089251638,107.541350268332,106.296831334825,105.984848484848,105.393457525295,104.323518449497,103.79746835443,102.140934623186,101.161016620684,100.125208681135,98.6365025508336,98.1117824773414,99.0039007092199,99.3472367452848,99.187725631769,98.1760085683684,97.7308294209703,96.1824953445065,93.6046511627907,90.5187570757144,87.9873756694721,86.156861811373,91.6227188669634,93.75,96.8196602818937,96.6582824290334,95.1314352520459,93.2106802353598,92.3657169897771,91.9043238270469,91.0264985064216,91.1111111111111,95.4060321853219,95.0270419191131,96.6682262424621,99.0218495934959,102.097549818562,102.586781040321,101.949486387462,101.980792316927,101.74748798602,101.730187712423,101.778721368576,102.022878681627,101.94624652456,102.194522942997,101.941747572816,103.949329359165,105.012964563526,105.747126436782,106.115591397849,104.681719632187,105.813172043011,105.165816326531,105.799373040752,106.186229559391,105.960099750623,106.25,107.28527607362,109.020654715511,110.157698545673,111.111111111111,111.080817053221,111.24589788316,110.646701454727,111.927083333333,111.997635933806,113.108454312553,113.41303054265,113.092672413793,113.432040372832,114.646626159258,115.674603174603,117.813245606107,119.219653179191,120.565266080414,120.674044265594,119.907407407407,119.393382352941,119.701762313601,120.128170921928,120.032017075774,120.494884577163,123.451327433628,125.705119165139,125.833793484263,126.777566494848,128.073770491803,129.789124183381,129.549393414211,130.110229172314,132.924440298507,134.113105924596,135.365152386429,135.856612923281,138.442178626742,139.255137563015
"Saint Joseph","IN","South Bend","18","141",242,79.2199488491049,79.5795795795796,79.529141750567,79.9428571428571,79.4561933534743,78.859649122807,79.2647194536729,79.0438533429188,77.3217049977886,78.558466585292,77.3219814241486,76.9230769230769,76.0229132569558,76.0229132569558,76.5530536038677,76.6837169650469,77.1332046332046,76.5747121293479,76.6025641025641,75.7575757575758,76.3888888888889,74.5192307692308,73.9593984321745,71.8939393939394,71.6145833333333,70.8005249343832,69.3452380952381,70,72.9491956630005,73.1737714821678,70.8806818181818,71.2485005248163,70.8586626139818,70.532123655914,69.9,68.9740345686702,68.641975308642,69.206008583691,72.1726190476191,73.1847133757962,74.0895215525021,74.4094475382534,74.750346299542,73.6591994389265,73.406942425865,73.1060606060606,70.9495436105477,69.3228635745838,67.9342620752633,66.9878049867223,68.9298043728423,70.6521739130435,73.3326626567265,73.5307823036018,72.0642768850433,71.9769673704415,70.7309854986682,70.8879408193433,70.5674862537608,69.6369636963696,68.6946548597034,70.5594405594406,71.5811965811966,71.2899543378995,73.1634589319599,72.2584469472436,70.9280303030303,70.1251824744536,70.4260261646339,69.3287037037037,69.3012600229095,67.2596153846154,67.8864035087719,70.0842696629213,72.0754229323308,74.5867768595041,75.9180304005394,76.1851015801354,75.3768844221105,74.1718283120404,74.6268656716418,75,74.6464646464647,76.25,76.530612244898,78.125,82.248259166576,83.3677401596477,86.3166245774375,88.8997382930882,88.9798957557707,85.9621888528139,85.4761904761905,85.879197761194,85.3100677142002,85.487012987013,84.4092127697761,86.1111111111111,87.2650829119134
"Chatham","GA","Savannah","13","051",243,118.135376756066,117.647058823529,117.381092190253,116.382999858691,115.347748031987,113.732663797226,112.765115006128,112.859422220313,110.922897196262,110.399748627632,109.353507565337,108.292509138679,106.883720930233,105.932203389831,106.528980679547,106.759906759907,107.378223495702,105.088195386703,105.218267308537,104.819277108434,104.079861111111,101.523947750363,98.7679717430769,96.1470588235294,97.0760233918129,102.884558470645,99.9394306480921,96.830985915493,97.5982284733751,96.9387755102041,94.0392156862745,94.2645698427382,97.2279079808598,99.0070012179557,101.745454545455,102.114141063574,102.167413493584,104.29146709259,104.347826086957,105.119825708061,105.348460291734,105.349263170966,105.714285714286,107.129984075458,107.666534509058,108.346709470305,106.611121783347,106.974753958066,105.648866864466,107.816245620505,110.064773293473,112.399213208294,113.409800915699,112.53313464285,112.876695779875,113.545377864358,113.287153652393,112.302786227876,110.528823249166,110.513030409114,112.310898598371,114.452423698384,114.357585139319,114.259927797834,115.248031496063,113.808801213961,113.401454934322,112.862547288777,112.442091330245,110.716316088687,111.290322580645,111.072796934866,111.055643202364,111.378687537628,114.626318202659,114.529331514325,114.324526404135,113.721498371335,113.721498371335,114.290348852123,113.609285869016,113.484646194927,111.736214605067,110.733384262796,110.964227491357,111.448268194743,113.770685579196,115.201729106628,115.311218179399,115.722120658135,114.913544668588,115.339424510644,115.333333333333,115.310427968656,115.626086956522,114.349282296651,115.485159817352,120.511385453456,121.888888888889
"Ottawa","MI","Grand Rapids","26","139",244,110.094186352859,110.181311018131,110,109.270833333333,111.018518518519,111.039426523297,109.56360035001,110.157480314961,109.763513513514,111.122047244094,108.440514469453,107.168458781362,105.055725600328,105.298051411422,104.977168949772,105.673076923077,108.285532186106,109.803921568627,108.949032348215,108.232235701906,107.447122769703,107.059857587895,103.831168831169,101.508995937319,100.891623488774,104.06988315357,105.48948232544,107.437275985663,107.301360057266,109.929078014184,111.332801276935,111.658653846154,110.779930452062,109.289617486339,109.81684981685,111.104728858462,112.762237762238,113.69615129861,115.091490722969,119.293078055965,121.310344827586,122.637051039698,123.217238555104,124.306144067797,123.512249228395,122.622699386503,121.553008019582,123.90873015873,127.433371958285,129.389880952381,129.760292685245,131.612381777952,133.847402597403,132.872340425532,132.354158047166,132.890365448505,132.734375,128.207547169811,126.445086705202,124.172185430464,125.02017756255,128.084978132416,128.135836564033,134.831460674157,134.20245398773,135.916482549035,135.46686746988,139.29440547765,140.307999351788,137.553571428571,138.51247817866,136.857624262848,134.764947171753,133.974594325631,135.285096972823,138.331996792302,140.435176790571,141.819800344418,140.934795579086,140.862510674637,140.872984660627,139.707602339181,137.102574351579,134.885682562342,134.15848486789,135.058727661786,138.971269694161,140.619361149464,144.690999923606,148.367952522255,146.975560559152,146.66109778585,144.60516028147,144.260485651214,142.723376696064,139.453125,134.986945169713,134.849829351536,142.18009478673
"Rutherford","TN","Nashville","47","149",245,95.7212836428074,95.0464221014493,93.7960102425251,93.7195334056321,93.2167046101309,92.4179650337653,91.8305892098996,91.743119266055,91.651376146789,90.7456218638813,90.2640147044002,90.0225056264066,88.7652358240594,87.788458125631,87.7870582653132,87.7159817438614,87.2972972972973,87.0112417234056,86.9565217391304,87.4657868958913,86.0522176963114,85.7856494096276,84.8786537225427,84.1935483870968,83.7860374579125,84.1894060995185,84.5018450184502,86.0021896961074,85.8078602620087,85.9403420942845,87.4309392265193,86.8815803495854,87.423154787948,88.7679322813938,90.787189292543,91.1987041036717,91.8782704993383,93.3333333333333,93.52,95.1433121019108,95.5866127252666,95.8441558441558,96.0847733812772,95.5553087991137,96.6259880815286,96.4106844741235,96.4093957337201,96.7501920122888,96.6677323980041,96.863523573201,97.5132978723404,98.0131689639552,98.6928104575163,98.9006962257237,99.0808541410879,99.715562779358,100,100.917008196721,100,101.262365172607,102.882403297747,103.616200578592,102.8,103.812752772983,105.164092664093,106.00397539754,106.135504507124,107.575459487066,107.789397764154,108.700155359917,108.967636214666,108.134890730972,109.166987543365,111.068376068376,111.944157187177,112.869283690813,114.748923959828,115.808823529412,115.36179330806,117.446808510638,117.895047169811,118.576726105255,119.339640179449,119.222222222222,119.222222222222,120.614613339439,123.31875875538,124.397271268058,125.222929936306,126.48968588842,127.608109415435,129.531936549925,129.139032649671,129.822195173248,131.055555555556,131.754238081076,132.418468001711,133.549290927946,133.718691871477
"Lexington","SC","Columbia","45","063",246,,,,,,,,,,,,,,,,,,,,,,,,,,80.9970720146538,81.9606557377049,84.105473965287,84.2686957434534,83.7118245888802,84.1269841269841,82.6046511627907,82.0714285714286,81.9782090867698,83.4704519368723,83.9493737085492,84.0544871794872,84.1846061334937,84.584764205726,85.1976308214227,85.625,85.9547005477238,86.2744903099234,86.3693467336683,86.1319340329835,85.8506944444444,85.4516386890488,85.5382567006594,85.088218554354,85.1464153483676,85.5759429153925,86.1070911722142,86.7269984917044,87.1891473040491,87.4297752808989,87.1997868479419,86.7787114845938,86.6088990649218,86.3860277653381,86.1361344537815,86.3915225878416,87.0357142857143,87.2347023296209,87.9528590135312,88.6367974683544,88.666,88.54041013269,88.974490346241,88.3264663616736,87.9487179487179,88.0075593952484,88.5258793251358,88.9908256880734,89.47434631766,90.1558654634947,91.2367918016248,92.1192509977992,92.3773173391494,91.6994390510954,91.6055718475073,91.5012077482191,91.3506012950971,90.5581947743468,90,90.0513677409263,91.3822826351187,92.4155513065647,93.2071428571429,93.3046683046683,94.1726618705036,94.3961352657005,94.510582010582,94.2377622377622,94.2211328976035,92.8701053200108,94.0840336134454,93.5041690074214,94.0726282485164,95.4807264640474
"Santa Cruz","CA","Santa Cruz","06","087",247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.906313645621,368.692409410935,373.880441574672,378.281310177285,389.830508474576,401.069518716578,400.586223742062,394.780095104674,389.681668496158,390.883967438307,396.055609440672,409.629985199408,405.701172013314,415.15331010453,421.983346127936,429.824561403509,426.120218579235,422.170653338094,416.997617156473,411.343612334802,404.594727331204,408.242612752722,410.897875257025,422.895055301473,461.825564622451,440.140845070423,448.549723756906,448.056801195815,450.097847358121,447.758620689655,449.494949494949,449.581282914616,447.736893520026,444.531658817373,449.494949494949,458.784749186594,473.434697898908,476.769230769231,475.6456049328,486.062717770035,486.066104990279,487.094155844156,483.091097308489,482.736974262398,491.614017398922,482.549317147193,497.737556561086,504.748751001756,501.474926253687,500.127422877423,501.812522584672,505.402301499508,500.910746812386,502.548694212876,517.810276476583,522.686832740214,518.433179723502,521.704180064309,522.310503396149,543.218097838283,544.230769230769
"Clayton","GA","Atlanta","13","063",248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4463930431672,44.0573152337858,41.9048863623989,40.7153729071537,43.3521584211719,46.3623250602007,47.2441000253157,47.9351032448378,49.066265060241,48.9695780176644,48.9115646258503,49.4294752866181,48.6031059878322,47.2789115646259,49.9083666444592,52.3767605633803,53.3395176252319,54.9096622152396,56.0540139661118,56.3063063063063,57.6833631484794,58.59375,59.6816976127321,59.5238095238095,59.3502624525352,60.3416501630359,59.8484848484849,58.2156562078185,58.59375,59.6153846153846,59.7411283862559,60.6721955477957,61.0200364298725,61.3127001067236,61.4654019144274,61.0252237591538,61.2278329778612,61.0459186788053,61.571852612315,62.402496099844,64.1358698621682,65.1856575963719,65.4464780920688,67.2360248447205,68.4873949579832,69.9031396125584,70.7450654560078,72.1425379607644,73.2210854464809,73.1402290448343,74.251497005988,73.8091915464609,76.273572377158
"Merced","CA","Merced","06","047",249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.020547945205,109.950194071112,110.89209247349,113.923012933579,114.948071216617,116.978723404255,116.132167152575,117.525909419831,121.782178217822,122.377622377622,122.897800776197,122.749520904419,119.072064143933,120,120.137993929195,125.491266375546,125.005789717462,126.194648864769,128.305084745763,128.491486068111,129.777733124639,130.244001777251,131.134906759907,129.954515919428,129.553135561397,129.464285714286,129.459821428571,130.765331981754,133.481701285856,136.790358523292,137.640094711918,138.888888888889,141.298104537622,140.825688073395,144.589552238806,147.062762956777,147.405660377358,148.658448150834,148.670572329878,149.741394148021,149.741394148021,150.442890083689,152,153.226182842259,154.422915727997,158.466400582162,157.703973807256,158.4676930327,158.957691908988,158.682634730539,159.529819381109,163.838492613813,166.176729846197
"Cleveland","OK","Oklahoma City","40","027",250,93.6400625817363,93.2521058965102,93.3384379785605,93.4735143739564,93.0477963997517,92.8538267674758,92.2806828242585,91.8621919777142,91.9739263803681,90.457058242843,89.3478786761741,88.9328063241107,87.6204399888611,84.9616717575188,87.6104004532308,88.3455646594153,88.7285933840749,88.4848578342408,88.9008620689655,88.8301169590643,88.6444016415902,86.8458238478008,85.0752177355503,83.6282366321809,83.7751855779427,84.5380263984915,87.7799227799228,87.9390653789305,90.436329346936,90.783350792968,90.7756813417191,90.9090909090909,90.9855074737302,90.3786491100199,93.5745568269878,92.9299041074511,92.608980662078,93.4873949579832,94.8212648945921,94.9759119064006,94.8496528156587,95.638388334057,95.1315053161724,94.5517453922724,93.9927184466019,94.568350438177,95.4352441613588,95.691791967459,96.7391304347826,97.2607380234896,99.0382045996453,99.7782705099778,101.306747924395,101.148600143575,101.225697379544,101.835704451583,101.057507863162,101.348182883939,101.890599103765,102.147709320695,103.349607982894,104.258165040173,104.798820691949,105.181623931624,105.606617647059,104.868005148535,104.662595419847,103.874937835695,104.179849340866,104.28793673216,105.163880093348,105.390463026952,105.822906641001,105.584181536005,105.854360913202,106.502242152466,107.622832369942,107.192429022082,106.869465648855,106.955643641954,107.483460821781,107.303370786517,108.260939300178,109.82905982906,109.392466585662,108.092970699856,106.670902160102,108.976194246123,109.598414972274,109.929310265389,110.182260024301,110.112651280433,111.160972509137,110.607373868047,111.150724732306,110.808270676692,110.701409635189,111.227989821883,112.454212454212
"Caddo","LA","Shreveport","22","017",251,91.138530566461,91.5972222222222,92.8875748682646,94.1011235955056,92.7491408934708,93.8287700999565,94.9,93.9639927559391,93.5422602089269,93.0232558139535,92.1687783641819,91.0309278350515,90.7258064516129,91.9701213818861,92.2047970479705,92.7105449398443,96.2974111980734,94.8906130271488,94.6022727272727,95.74374694183,96.2310528471938,95.7207207207207,96.2310528471938,94.1704035874439,94.4444444444444,95.2906976744186,95.513556883995,97.7574226152874,96.7741935483871,98.1386392811297,97.7891156462585,97.0425138632163,97.8822314049587,97.5533543412235,98.4132497077601,97.5139123545527,97.8587295979276,97.4527186761229,98.5221674876847,99.9471179270227,99.7763864042934,100.151658963354,99.6150035255243,98.5154323233599,97.65625,97.6827354613528,97.0252988601612,97.2300068887776,95.9375340525226,96.5394776193799,97.6644265450653,95.844127806563,95.8214962121212,94.6734768332725,94.1386805048821,93.762677484787,94.7706212972809,93.8477580813347,94.4910616563298,95.0400620135291,94.6549391069012,94.5059992500937,94.5059992500937,97.4576271186441,97.0282849982098,96.7872466015312,96.971278547479,96.9967532467532,95.8625929198148,96.521418170564,97.7724741447892,97.3626373626374,97.8134005997173,97.9005020538567,98.120606988233,98.5454545454545,98.314606741573,97.2022784398528,98.5915492957746,97.6533819750367,96.074985354423,97.6319335081622,97.0856102003643,96.9408266989617,94.8045924574209,95.41961097335,95.5766192733017,96.7894239848914,96.4427223719676,96.8992248062015,95.6284153005465,95.2868852459016,94.1734417344173,95.1086956521739,94.1620413800292,94.1646429451307,95.1721756949394,95.7727873183619,94.9574328749181
"Weld","CO","Greeley","08","123",252,113.931673312004,114.118561278863,113.860759493671,115.384615384615,116.16847826087,116.182830679731,115.907274180655,115.401885945218,116.25199296278,114.257476771196,110.613659394311,107.794361525705,107.851831676427,107.415688631222,106.053268765133,105.746085493566,107.850721721914,108.596837944664,109.616195698018,108,104.408060453401,102.577492771086,100.167803547741,96.2473940236275,97.4148019919087,100.130705233377,103.398183842201,100.638506876228,104.281494285182,105.113636363636,107.281177381875,107.08834375501,104.247104247104,104.693140794224,116.456606724003,115.720686389713,115.366052866053,117.852161785216,120.896717373899,123.686723973257,125,126.582278481013,127.998535066838,129.348346909439,129.594266202644,130.364974937343,130.44844920599,129.886927744071,130.648516594301,131.889763779528,135.288230584468,136.26723223754,138.649624895804,140.322580645161,142.938822184105,142.402682368335,141.542092840283,141.281512605042,141.306590085858,138.422590526388,140.152894066254,142.9471643238,147.342725184462,150.143061516452,153.747597693786,154.391871103626,153.93043625013,154.304355711922,156.981436642454,156.708595387841,157.35454971995,157.424593967517,157.499137285335,157.382785164451,159.680207433016,162.726961288112,166.798390925074,170.692308247374,172.98037425833,172.666666666667,174.096292481977,172.518038519015,170.833333333333,171.241050119332,171.296296296296,174.418604651163,176.515334947538,179.413069786204,183.618279958553,183.965132559113,185.807795299018,184.404636459431,184.269023986766,183.132965046468,179.589799476896,177.157164869029,177.684371417654,178.433608058608,182.015971316819
"Marin","CA","San Francisco","06","041",253,454.966070326959,453.885311138729,443.551797040169,442.330383480826,436.720142602496,437.101364005631,423.353082948383,415.028957528958,413.602941176471,402.92486132123,390.472432264498,373.563782466993,359.948979591837,362.756929762744,353.455741570573,349.591012286325,352.79685966634,354.029203280691,348.216716580452,341.017488076312,344.358461827466,343.592071226629,334.366663693637,317.44137591393,321.277912749312,343.347639484979,360.528759041016,360.354654844838,383.522727272727,390.598048872811,386.014778807256,386.297376093294,389.164305949009,407.65306122449,466.5427606928,446.614119463247,452.221754414104,463.4149967295,480.407381792847,497.347826209287,486.027944111776,484.846583766189,496.263782606463,491.030861193802,504.835737739276,509.749552772809,493.031358885017,489.454639794636,490.196078431373,496.894409937888,502.517623363545,496.684350132626,522.396075612128,523.452157598499,517.261987250554,526.740778527877,540.404908433213,537.02032357267,520.1556533006,507.346285404413,509.321561714888,526.494565217391,544.024104452628,544.674941744728,565.155807365439,563.379497315,553.63748458693,537.397919256088,551.714601769911,566.09887278931,579.06976744186,584.967320261438,570.44935262757,581.896551724138,578.609532097904,600.02733734281,614.160551084879,599.635417683462,589.035361979981,591.340129169077,607.850609756098,614.439324116743,590.977890018732,618.410381184104,618.770634387687,614.933996924128,640.243189581097,646.551724137931,630.914826498423,628.236203629431,608.231707317073,617.283018867925,630.582524271845,634.957537538157,636.047522457259,629.64338781575,632.139158843461,648.504339579854,649.913344887348
"Jefferson","TX","Beaumont","48","245",254,84.2433909833686,83.7248104638272,83.2352941176471,83.4776935980791,82.6427255985267,82.4772742243594,83.3611574846967,84.263959390863,85.0263852242744,83.4784461836068,82.2106990414652,80.2843016069221,80.4526748971193,79.5580110497238,80.0408952410463,81.0264133850903,79.0742526518804,77.930056710775,77.5586424805797,76.6620362999522,75.0600961538462,73.913645978282,73.9176346356917,71.1193568336425,71.4285714285714,71.6911764705882,72.4888392857143,72.4874418743516,73.688151149788,73.3982792190707,72.5784543557015,72.8341223106774,71.702659699562,73.0797366495977,76.3665957660079,76.551724137931,76.6362974000684,76.8078371101697,77.2786458333333,77.3275528623002,78.1843729725474,78.094506245121,78.5947792699349,77.8008298755187,76.964560862866,77.9569892473118,76.4030612244898,78.0903034789045,78.1118460613349,78.9099526066351,80.2831348932877,81.0262345679012,80.4616210413312,80.7278186147634,81.3312355712976,80.1010548120375,80.6884735455758,81.6644973251166,80.510752688172,80.1756448775534,81.0650887573965,81.7881547132744,80.5555624995834,83.0011074197121,84.2051024955437,84.8765432098765,84.6448319863888,84.0808173680009,83.8435635310635,84.5006347862886,84.3694493783304,84.729381443299,83.1540750967414,84.1121495327103,84.5864661654135,85.0574712643678,88.4221103830305,89.15770609319,90.2147971360382,88.6453043416065,88.0608974358974,88.810879811469,89.85293598857,89.9014778325123,90.429209969903,92.8440149174874,92.964824120603,93.6261128137147,94.9973345771973,95.5822240457087,93.512164691204,93.1445603576751,94.2177297685002,91.0494178059479,91.2162162162162,89.7719419488597,91.732893640845,92.8152492668622,95.4694323144105
"Thurston","WA","Olympia","53","067",255,146.166134185304,145.020943197581,144.247184002202,144.011756061719,143.835520211849,142.890299600608,141.576612903226,141.45207852194,139.296956085277,135.773387884709,133.17191283293,129.719298723961,127.161849710983,125.543467097058,126.559714795009,125.456996051433,126.721014492754,128.491620111732,129.47555843315,128.521956444127,126.909518213866,124.557877813505,121.991363982728,121.278941565601,121.042143873965,121.236406203227,120.365394948952,119.305360925983,121.412803532009,121.281536332524,119.565217391304,117.896052788178,116.38198757764,117.742768595041,125.606707317073,124.354680765062,123.972571891819,124.998475609756,126.401446654611,126.917216861351,128.562005277045,130.636517666768,130.528123658222,130.494100294985,130.12729589056,128.862875626002,128.059898881139,128.032345013477,123.930389064143,124.751731905346,128.256704980843,130.296610169492,132.691455884749,134.59467544122,134.454599246251,134.639697843816,133.703117674637,131.380790908524,129.866244280183,126.177535171418,127.438659485338,130.488963202485,131.287878787879,133.961177116225,135.098814229249,136.118192117828,136.538461538462,138.478201849845,138.980263157895,137.763371150729,136.609582357533,136.31338899196,137.165403248789,139.390407962868,140.088322275123,142.34320892651,143.193311301876,140.417266244508,139.690113133301,142.971101745936,141.924744753491,144.981583793738,145.518958253543,144.60895228726,144.855126300149,145.114461194863,148.432062023044,150.46102263202,153.348670756646,155.645161290323,158.359213250518,157.606812933025,157.181189222978,160.022865853659,160.204965357968,160.030487804878,161.923076923077,163.091801385681,163.488144836769
