GEO.id,GEO.id2,GEO.display-label,GC.target-geo-id,GC.target-geo-id2,GC.display-label,GC.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016,respop72017
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geography,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015,Population Estimate (as of July 1) - 2016,Population Estimate (as of July 1) - 2017
0100000US,,United States,310M300US37900,37900,"United States - In metropolitan statistical area - Peoria, IL Metro Area","Peoria, IL Metro Area",379186,379186,378982,379665,380137,381557,379412,377300,375600,372427
0100000US,,United States,310M300US37980,37980,"United States - In metropolitan statistical area - Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",5965343,5965693,5971189,5996406,6020821,6035329,6053028,6066589,6077152,6096120
0100000US,,United States,310M300US38060,38060,"United States - In metropolitan statistical area - Phoenix-Mesa-Scottsdale, AZ Metro Area","Phoenix-Mesa-Scottsdale, AZ Metro Area",4192887,4193129,4204148,4247852,4321686,4390565,4470712,4558145,4648498,4737270
0100000US,,United States,310M300US38220,38220,"United States - In metropolitan statistical area - Pine Bluff, AR Metro Area","Pine Bluff, AR Metro Area",100258,100278,100093,99016,97388,95737,94850,93983,92412,90963
0100000US,,United States,310M300US38300,38300,"United States - In metropolitan statistical area - Pittsburgh, PA Metro Area","Pittsburgh, PA Metro Area",2356285,2356291,2356983,2359626,2360263,2359977,2356699,2349139,2341536,2333367
0100000US,,United States,310M300US38340,38340,"United States - In metropolitan statistical area - Pittsfield, MA Metro Area","Pittsfield, MA Metro Area",131219,131272,131294,130488,130154,129313,128645,127628,126858,126313
0100000US,,United States,310M300US38540,38540,"United States - In metropolitan statistical area - Pocatello, ID Metro Area","Pocatello, ID Metro Area",82839,82839,83024,83599,83724,83410,83514,83992,84379,85269
0100000US,,United States,310M300US38860,38860,"United States - In metropolitan statistical area - Portland-South Portland, ME Metro Area","Portland-South Portland, ME Metro Area",514098,514102,513879,515929,517872,519999,523049,525492,528261,532083
0100000US,,United States,310M300US38900,38900,"United States - In metropolitan statistical area - Portland-Vancouver-Hillsboro, OR-WA Metro Area","Portland-Vancouver-Hillsboro, OR-WA Metro Area",2226009,2226001,2231876,2258821,2285177,2309289,2342444,2382181,2423102,2453168
0100000US,,United States,310M300US38940,38940,"United States - In metropolitan statistical area - Port St. Lucie, FL Metro Area","Port St. Lucie, FL Metro Area",424107,424107,425193,428363,432217,436927,443840,453650,464563,473429
0100000US,,United States,310M300US39140,39140,"United States - In metropolitan statistical area - Prescott, AZ Metro Area","Prescott, AZ Metro Area",211033,211015,210969,210883,211809,214198,217509,220621,224363,228168
0100000US,,United States,310M300US39300,39300,"United States - In metropolitan statistical area - Providence-Warwick, RI-MA Metro Area","Providence-Warwick, RI-MA Metro Area",1600852,1601210,1602351,1601522,1604011,1605438,1610173,1613155,1615878,1621122
0100000US,,United States,310M300US39340,39340,"United States - In metropolitan statistical area - Provo-Orem, UT Metro Area","Provo-Orem, UT Metro Area",526810,526885,530238,541171,550071,561895,571320,583583,601478,617675
0100000US,,United States,310M300US39380,39380,"United States - In metropolitan statistical area - Pueblo, CO Metro Area","Pueblo, CO Metro Area",159063,159063,159463,160171,160735,161070,161419,163043,164834,166475
0100000US,,United States,310M300US39460,39460,"United States - In metropolitan statistical area - Punta Gorda, FL Metro Area","Punta Gorda, FL Metro Area",159978,159968,159869,159881,162833,164830,168336,172824,178157,182033
0100000US,,United States,310M300US39540,39540,"United States - In metropolitan statistical area - Racine, WI Metro Area","Racine, WI Metro Area",195408,195428,195406,194931,194645,194753,194908,194763,195010,196071
0100000US,,United States,310M300US39580,39580,"United States - In metropolitan statistical area - Raleigh, NC Metro Area","Raleigh, NC Metro Area",1130490,1130489,1137393,1163343,1188920,1214464,1242613,1272875,1304896,1335079
0100000US,,United States,310M300US39660,39660,"United States - In metropolitan statistical area - Rapid City, SD Metro Area","Rapid City, SD Metro Area",134598,134616,135004,136229,138334,140755,142713,143357,144879,146850
0100000US,,United States,310M300US39740,39740,"United States - In metropolitan statistical area - Reading, PA Metro Area","Reading, PA Metro Area",411442,411538,411989,412857,413522,414011,414642,415261,415732,417854
0100000US,,United States,310M300US39820,39820,"United States - In metropolitan statistical area - Redding, CA Metro Area","Redding, CA Metro Area",177223,177223,177284,177595,177917,178445,178983,178472,178774,179921
0100000US,,United States,310M300US39900,39900,"United States - In metropolitan statistical area - Reno, NV Metro Area","Reno, NV Metro Area",425417,425437,425991,428536,432212,436163,441807,448230,456418,464593
0100000US,,United States,310M300US40060,40060,"United States - In metropolitan statistical area - Richmond, VA Metro Area","Richmond, VA Metro Area",1208101,1208087,1210039,1219241,1233321,1245755,1258597,1270027,1282205,1294204
0100000US,,United States,310M300US40140,40140,"United States - In metropolitan statistical area - Riverside-San Bernardino-Ontario, CA Metro Area","Riverside-San Bernardino-Ontario, CA Metro Area",4224851,4224965,4243235,4298271,4341405,4378138,4425776,4472874,4523653,4580670
0100000US,,United States,310M300US40220,40220,"United States - In metropolitan statistical area - Roanoke, VA Metro Area","Roanoke, VA Metro Area",308707,308670,308625,309212,310556,311993,312847,313278,313102,314128
0100000US,,United States,310M300US40340,40340,"United States - In metropolitan statistical area - Rochester, MN Metro Area","Rochester, MN Metro Area",206877,206877,207194,208450,209562,211560,212654,213829,216096,218280
0100000US,,United States,310M300US40380,40380,"United States - In metropolitan statistical area - Rochester, NY Metro Area","Rochester, NY Metro Area",1079671,1079691,1080280,1082275,1082782,1083791,1082785,1080385,1078352,1077948
0100000US,,United States,310M300US40420,40420,"United States - In metropolitan statistical area - Rockford, IL Metro Area","Rockford, IL Metro Area",349431,349431,349194,347701,345803,344671,342412,340725,339650,338291
0100000US,,United States,310M300US40580,40580,"United States - In metropolitan statistical area - Rocky Mount, NC Metro Area","Rocky Mount, NC Metro Area",152392,152374,152407,151808,150901,149899,149147,147699,147301,146738
0100000US,,United States,310M300US40660,40660,"United States - In metropolitan statistical area - Rome, GA Metro Area","Rome, GA Metro Area",96317,96316,96428,96221,96000,95921,95959,96243,96620,97613
0100000US,,United States,310M300US40900,40900,"United States - In metropolitan statistical area - Sacramento--Roseville--Arden-Arcade, CA Metro Area","Sacramento--Roseville--Arden-Arcade, CA Metro Area",2149127,2149144,2153935,2174008,2192724,2213564,2239455,2266892,2295233,2324884
0100000US,,United States,310M300US40980,40980,"United States - In metropolitan statistical area - Saginaw, MI Metro Area","Saginaw, MI Metro Area",200169,200169,199851,198833,198250,196645,195055,193097,192285,191934
0100000US,,United States,310M300US41060,41060,"United States - In metropolitan statistical area - St. Cloud, MN Metro Area","St. Cloud, MN Metro Area",189093,189093,189210,190064,190553,191592,192958,194951,196039,197759
0100000US,,United States,310M300US41100,41100,"United States - In metropolitan statistical area - St. George, UT Metro Area","St. George, UT Metro Area",138115,138115,138393,141276,144216,147077,151179,154731,159237,165662
0100000US,,United States,310M300US41140,41140,"United States - In metropolitan statistical area - St. Joseph, MO-KS Metro Area","St. Joseph, MO-KS Metro Area",127329,127332,127277,127639,127886,127651,127306,126864,126927,126935
0100000US,,United States,310M300US41180,41180,"United States - In metropolitan statistical area - St. Louis, MO-IL Metro Area","St. Louis, MO-IL Metro Area",2787701,2787763,2789860,2793774,2796137,2799644,2803901,2807321,2806782,2807338
0100000US,,United States,310M300US41420,41420,"United States - In metropolitan statistical area - Salem, OR Metro Area","Salem, OR Metro Area",390738,390754,391453,393520,395782,397963,402117,408326,417208,424982
0100000US,,United States,310M300US41500,41500,"United States - In metropolitan statistical area - Salinas, CA Metro Area","Salinas, CA Metro Area",415057,415052,416475,421162,426094,428382,430416,432774,436363,437907
0100000US,,United States,310M300US41540,41540,"United States - In metropolitan statistical area - Salisbury, MD-DE Metro Area","Salisbury, MD-DE Metro Area",373802,373764,374823,378331,381524,384965,389391,394393,400025,405853
0100000US,,United States,310M300US41620,41620,"United States - In metropolitan statistical area - Salt Lake City, UT Metro Area","Salt Lake City, UT Metro Area",1087873,1087808,1091460,1107497,1124277,1141470,1152719,1167013,1185978,1203105
0100000US,,United States,310M300US41660,41660,"United States - In metropolitan statistical area - San Angelo, TX Metro Area","San Angelo, TX Metro Area",111823,111825,112284,113345,114891,116333,117975,119141,119362,119535
0100000US,,United States,310M300US41700,41700,"United States - In metropolitan statistical area - San Antonio-New Braunfels, TX Metro Area","San Antonio-New Braunfels, TX Metro Area",2142508,2142516,2152961,2193620,2236395,2279878,2328419,2379054,2426211,2473974
0100000US,,United States,310M300US41740,41740,"United States - In metropolitan statistical area - San Diego-Carlsbad, CA Metro Area","San Diego-Carlsbad, CA Metro Area",3095313,3095342,3103793,3139767,3179798,3216522,3256875,3290044,3317200,3337685
0100000US,,United States,310M300US41860,41860,"United States - In metropolitan statistical area - San Francisco-Oakland-Hayward, CA Metro Area","San Francisco-Oakland-Hayward, CA Metro Area",4335391,4335573,4344810,4399218,4463172,4528717,4595964,4657985,4699077,4727357
0100000US,,United States,310M300US41940,41940,"United States - In metropolitan statistical area - San Jose-Sunnyvale-Santa Clara, CA Metro Area","San Jose-Sunnyvale-Santa Clara, CA Metro Area",1836911,1836940,1842074,1869846,1898569,1928305,1954220,1977584,1990910,1998463
0100000US,,United States,310M300US42020,42020,"United States - In metropolitan statistical area - San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area","San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",269637,269591,269819,271150,274378,275973,278534,280402,282282,283405
0100000US,,United States,310M300US42100,42100,"United States - In metropolitan statistical area - Santa Cruz-Watsonville, CA Metro Area","Santa Cruz-Watsonville, CA Metro Area",262382,262366,263216,265103,266794,269395,271529,274299,275196,275897
0100000US,,United States,310M300US42140,42140,"United States - In metropolitan statistical area - Santa Fe, NM Metro Area","Santa Fe, NM Metro Area",144170,144217,144523,145442,146169,146616,146983,147276,147943,148750
0100000US,,United States,310M300US42200,42200,"United States - In metropolitan statistical area - Santa Maria-Santa Barbara, CA Metro Area","Santa Maria-Santa Barbara, CA Metro Area",423895,423949,424338,426058,430827,435980,440628,443927,446296,448150
0100000US,,United States,310M300US42220,42220,"United States - In metropolitan statistical area - Santa Rosa, CA Metro Area","Santa Rosa, CA Metro Area",483878,483870,484827,487822,490740,495007,499563,502096,503833,504217
0100000US,,United States,310M300US42340,42340,"United States - In metropolitan statistical area - Savannah, GA Metro Area","Savannah, GA Metro Area",347611,347598,348687,355839,362109,365438,371950,378664,383785,387543
0100000US,,United States,310M300US42540,42540,"United States - In metropolitan statistical area - Scranton--Wilkes-Barre--Hazleton, PA Metro Area","Scranton--Wilkes-Barre--Hazleton, PA Metro Area",563631,563625,563771,563604,563694,561521,560034,557555,555171,555426
0100000US,,United States,310M300US42660,42660,"United States - In metropolitan statistical area - Seattle-Tacoma-Bellevue, WA Metro Area","Seattle-Tacoma-Bellevue, WA Metro Area",3439809,3439806,3448049,3496870,3552220,3610580,3667189,3728606,3802660,3867046
0100000US,,United States,310M300US42680,42680,"United States - In metropolitan statistical area - Sebastian-Vero Beach, FL Metro Area","Sebastian-Vero Beach, FL Metro Area",138028,138028,138275,139086,140499,141942,144571,147629,151382,154383
0100000US,,United States,310M300US42700,42700,"United States - In metropolitan statistical area - Sebring, FL Metro Area","Sebring, FL Metro Area",98786,98786,98635,98451,98205,98071,98482,99891,101558,102883
0100000US,,United States,310M300US43100,43100,"United States - In metropolitan statistical area - Sheboygan, WI Metro Area","Sheboygan, WI Metro Area",115507,115510,115517,115218,114794,114720,115017,115261,115127,115344
0100000US,,United States,310M300US43300,43300,"United States - In metropolitan statistical area - Sherman-Denison, TX Metro Area","Sherman-Denison, TX Metro Area",120877,120881,121034,121372,121750,122295,123540,125549,128206,131140
0100000US,,United States,310M300US43340,43340,"United States - In metropolitan statistical area - Shreveport-Bossier City, LA Metro Area","Shreveport-Bossier City, LA Metro Area",439811,439811,441148,445027,448421,446977,445070,444486,442403,440933
0100000US,,United States,310M300US43420,43420,"United States - In metropolitan statistical area - Sierra Vista-Douglas, AZ Metro Area","Sierra Vista-Douglas, AZ Metro Area",131346,131356,131782,132952,131826,129332,127054,126084,125355,124756
0100000US,,United States,310M300US43580,43580,"United States - In metropolitan statistical area - Sioux City, IA-NE-SD Metro Area","Sioux City, IA-NE-SD Metro Area",168563,168563,168834,168892,168544,168481,168452,168634,169049,168618
0100000US,,United States,310M300US43620,43620,"United States - In metropolitan statistical area - Sioux Falls, SD Metro Area","Sioux Falls, SD Metro Area",228261,228260,229123,232305,236948,242227,246657,250469,254372,259094
0100000US,,United States,310M300US43780,43780,"United States - In metropolitan statistical area - South Bend-Mishawaka, IN-MI Metro Area","South Bend-Mishawaka, IN-MI Metro Area",319224,319215,319022,318854,318160,318498,319267,319651,320822,321815
0100000US,,United States,310M300US43900,43900,"United States - In metropolitan statistical area - Spartanburg, SC Metro Area","Spartanburg, SC Metro Area",313268,313269,313673,314862,316589,318651,321197,324532,328751,334391
0100000US,,United States,310M300US44060,44060,"United States - In metropolitan statistical area - Spokane-Spokane Valley, WA Metro Area","Spokane-Spokane Valley, WA Metro Area",527753,527753,528416,529674,531837,534546,539319,545559,554777,564236
0100000US,,United States,310M300US44100,44100,"United States - In metropolitan statistical area - Springfield, IL Metro Area","Springfield, IL Metro Area",210170,210170,210460,211666,212010,211585,211487,210990,209990,208697
0100000US,,United States,310M300US44140,44140,"United States - In metropolitan statistical area - Springfield, MA Metro Area","Springfield, MA Metro Area",621570,621703,623455,626157,627115,628437,630479,630696,630661,631652
0100000US,,United States,310M300US44180,44180,"United States - In metropolitan statistical area - Springfield, MO Metro Area","Springfield, MO Metro Area",436712,436711,437283,440209,444188,448360,451556,455484,457897,462369
0100000US,,United States,310M300US44220,44220,"United States - In metropolitan statistical area - Springfield, OH Metro Area","Springfield, OH Metro Area",138333,138347,138265,137754,137115,136567,136233,135624,134621,134557
0100000US,,United States,310M300US44300,44300,"United States - In metropolitan statistical area - State College, PA Metro Area","State College, PA Metro Area",153990,154030,154280,155039,155909,158298,159637,160553,162083,162660
0100000US,,United States,310M300US44420,44420,"United States - In metropolitan statistical area - Staunton-Waynesboro, VA Metro Area","Staunton-Waynesboro, VA Metro Area",118502,118496,118318,118775,118452,119137,119454,119995,120833,121999
0100000US,,United States,310M300US44700,44700,"United States - In metropolitan statistical area - Stockton-Lodi, CA Metro Area","Stockton-Lodi, CA Metro Area",685306,685308,687291,695071,700958,703747,713452,723846,734294,745424
0100000US,,United States,310M300US44940,44940,"United States - In metropolitan statistical area - Sumter, SC Metro Area","Sumter, SC Metro Area",107456,107463,107586,107291,107908,107784,107702,107276,107287,106847
0100000US,,United States,310M300US45060,45060,"United States - In metropolitan statistical area - Syracuse, NY Metro Area","Syracuse, NY Metro Area",662577,662625,663154,662770,661548,662958,661725,659850,656931,654841
0100000US,,United States,310M300US45220,45220,"United States - In metropolitan statistical area - Tallahassee, FL Metro Area","Tallahassee, FL Metro Area",367413,368770,369339,371194,375272,373212,375532,377947,379047,382627
0100000US,,United States,310M300US45300,45300,"United States - In metropolitan statistical area - Tampa-St. Petersburg-Clearwater, FL Metro Area","Tampa-St. Petersburg-Clearwater, FL Metro Area",2783243,2783469,2788500,2829142,2847187,2872530,2916839,2973756,3036525,3091399
0100000US,,United States,310M300US45460,45460,"United States - In metropolitan statistical area - Terre Haute, IN Metro Area","Terre Haute, IN Metro Area",172425,172420,172231,172396,172348,171767,170922,170334,170220,169965
0100000US,,United States,310M300US45500,45500,"United States - In metropolitan statistical area - Texarkana, TX-AR Metro Area","Texarkana, TX-AR Metro Area",149198,149195,149324,149602,149684,149653,149519,149739,150185,150355
0100000US,,United States,310M300US45540,45540,"United States - In metropolitan statistical area - The Villages, FL Metro Area","The Villages, FL Metro Area",93420,93420,94279,97976,101698,106942,112334,117210,122121,125165
0100000US,,United States,310M300US45780,45780,"United States - In metropolitan statistical area - Toledo, OH Metro Area","Toledo, OH Metro Area",610001,610002,610003,608736,607400,606981,606000,604781,604591,603668
0100000US,,United States,310M300US45820,45820,"United States - In metropolitan statistical area - Topeka, KS Metro Area","Topeka, KS Metro Area",233870,233866,234274,234648,234383,233812,233646,233345,232948,233149
0100000US,,United States,310M300US45940,45940,"United States - In metropolitan statistical area - Trenton, NJ Metro Area","Trenton, NJ Metro Area",366513,367517,367930,368201,370419,372337,372974,373104,373660,374733
0100000US,,United States,310M300US46060,46060,"United States - In metropolitan statistical area - Tucson, AZ Metro Area","Tucson, AZ Metro Area",980263,980260,981540,987297,991528,994759,1000916,1005323,1012519,1022769
0100000US,,United States,310M300US46140,46140,"United States - In metropolitan statistical area - Tulsa, OK Metro Area","Tulsa, OK Metro Area",937478,937531,939776,945261,952199,961738,969234,980208,987465,990706
0100000US,,United States,310M300US46220,46220,"United States - In metropolitan statistical area - Tuscaloosa, AL Metro Area","Tuscaloosa, AL Metro Area",230162,230170,230487,231411,233270,235302,238133,240267,241444,242799
0100000US,,United States,310M300US46340,46340,"United States - In metropolitan statistical area - Tyler, TX Metro Area","Tyler, TX Metro Area",209714,209721,210398,212653,214707,216426,219517,222410,225305,227727
0100000US,,United States,310M300US46520,46520,"United States - In metropolitan statistical area - Urban Honolulu, HI Metro Area","Urban Honolulu, HI Metro Area",953207,953209,956193,966514,976299,985734,989438,993716,992761,988650
0100000US,,United States,310M300US46540,46540,"United States - In metropolitan statistical area - Utica-Rome, NY Metro Area","Utica-Rome, NY Metro Area",299397,299348,299257,298724,298207,297672,296636,294702,293752,293572
0100000US,,United States,310M300US46660,46660,"United States - In metropolitan statistical area - Valdosta, GA Metro Area","Valdosta, GA Metro Area",139588,139666,140062,142058,144195,143003,143545,143428,144434,145437
0100000US,,United States,310M300US46700,46700,"United States - In metropolitan statistical area - Vallejo-Fairfield, CA Metro Area","Vallejo-Fairfield, CA Metro Area",413344,413344,414076,416652,420267,424384,429993,434751,440318,445458
0100000US,,United States,310M300US47020,47020,"United States - In metropolitan statistical area - Victoria, TX Metro Area","Victoria, TX Metro Area",94003,94003,94102,94738,96399,97509,98492,99592,99900,99646
0100000US,,United States,310M300US47220,47220,"United States - In metropolitan statistical area - Vineland-Bridgeton, NJ Metro Area","Vineland-Bridgeton, NJ Metro Area",156898,156628,156719,157108,157268,156571,156475,155261,153914,152538
0100000US,,United States,310M300US47260,47260,"United States - In metropolitan statistical area - Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1676822,1676817,1679945,1686564,1697398,1705320,1714857,1720356,1722766,1725246
0100000US,,United States,310M300US47300,47300,"United States - In metropolitan statistical area - Visalia-Porterville, CA Metro Area","Visalia-Porterville, CA Metro Area",442179,442178,443060,447358,450779,453663,456452,458601,460835,464493
0100000US,,United States,310M300US47380,47380,"United States - In metropolitan statistical area - Waco, TX Metro Area","Waco, TX Metro Area",252772,252768,253804,255676,256853,258646,260298,262598,264809,268696
0100000US,,United States,310M300US47460,47460,"United States - In metropolitan statistical area - Walla Walla, WA Metro Area","Walla Walla, WA Metro Area",62859,62859,63009,63439,63318,63380,63466,63855,63989,64614
0100000US,,United States,310M300US47580,47580,"United States - In metropolitan statistical area - Warner Robins, GA Metro Area","Warner Robins, GA Metro Area",179605,179605,180472,183502,185443,186394,187533,188044,190068,191779
0100000US,,United States,310M300US47900,47900,"United States - In metropolitan statistical area - Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",5636232,5636361,5665818,5776337,5872227,5962606,6029537,6091560,6150681,6216589
0100000US,,United States,310M300US47940,47940,"United States - In metropolitan statistical area - Waterloo-Cedar Falls, IA Metro Area","Waterloo-Cedar Falls, IA Metro Area",167819,167819,167913,168325,168725,169697,170189,170602,169894,169892
0100000US,,United States,310M300US48060,48060,"United States - In metropolitan statistical area - Watertown-Fort Drum, NY Metro Area","Watertown-Fort Drum, NY Metro Area",116229,116232,116601,117806,121449,119219,119044,116301,114084,114187
0100000US,,United States,310M300US48140,48140,"United States - In metropolitan statistical area - Wausau, WI Metro Area","Wausau, WI Metro Area",134063,134063,134047,134353,134397,134928,135215,135394,135195,135732
0100000US,,United States,310M300US48260,48260,"United States - In metropolitan statistical area - Weirton-Steubenville, WV-OH Metro Area","Weirton-Steubenville, WV-OH Metro Area",124454,124455,124326,123449,122651,122110,121463,120621,119242,118250
0100000US,,United States,310M300US48300,48300,"United States - In metropolitan statistical area - Wenatchee, WA Metro Area","Wenatchee, WA Metro Area",110884,110895,111286,111915,112774,113234,113997,115662,117240,118478
0100000US,,United States,310M300US48540,48540,"United States - In metropolitan statistical area - Wheeling, WV-OH Metro Area","Wheeling, WV-OH Metro Area",147950,147951,147901,147213,146477,145894,144906,144077,142871,141254
0100000US,,United States,310M300US48620,48620,"United States - In metropolitan statistical area - Wichita, KS Metro Area","Wichita, KS Metro Area",630919,630924,631789,633118,636015,638177,640429,642782,644680,645628
0100000US,,United States,310M300US48660,48660,"United States - In metropolitan statistical area - Wichita Falls, TX Metro Area","Wichita Falls, TX Metro Area",151306,151476,151643,150276,150982,151380,151782,149979,150326,151230
0100000US,,United States,310M300US48700,48700,"United States - In metropolitan statistical area - Williamsport, PA Metro Area","Williamsport, PA Metro Area",116111,116108,116209,116671,117188,116577,116282,115580,114708,113841
0100000US,,United States,310M300US48900,48900,"United States - In metropolitan statistical area - Wilmington, NC Metro Area","Wilmington, NC Metro Area",254884,254881,255700,259242,262899,267870,272125,277197,282131,288156
0100000US,,United States,310M300US49020,49020,"United States - In metropolitan statistical area - Winchester, VA-WV Metro Area","Winchester, VA-WV Metro Area",128472,128475,128682,129977,130951,132330,133537,134213,135593,137887
0100000US,,United States,310M300US49180,49180,"United States - In metropolitan statistical area - Winston-Salem, NC Metro Area","Winston-Salem, NC Metro Area",640595,640554,641320,644663,647251,650449,653988,657101,661708,667733
0100000US,,United States,310M300US49340,49340,"United States - In metropolitan statistical area - Worcester, MA-CT Metro Area","Worcester, MA-CT Metro Area",916980,916802,918886,922380,924761,928480,932106,934835,936723,942475
0100000US,,United States,310M300US49420,49420,"United States - In metropolitan statistical area - Yakima, WA Metro Area","Yakima, WA Metro Area",243231,243237,244283,246050,246428,246809,247064,248006,249323,250193
0100000US,,United States,310M300US49620,49620,"United States - In metropolitan statistical area - York-Hanover, PA Metro Area","York-Hanover, PA Metro Area",434972,434998,435426,436702,437483,438926,440444,441822,443809,446078
0100000US,,United States,310M300US49660,49660,"United States - In metropolitan statistical area - Youngstown-Warren-Boardman, OH-PA Metro Area","Youngstown-Warren-Boardman, OH-PA Metro Area",565773,565799,564837,562271,558480,555758,553029,548846,544543,541926
0100000US,,United States,310M300US49700,49700,"United States - In metropolitan statistical area - Yuba City, CA Metro Area","Yuba City, CA Metro Area",166892,166889,167115,167071,167174,167861,168625,169725,171243,173679
0100000US,,United States,310M300US49740,49740,"United States - In metropolitan statistical area - Yuma, AZ Metro Area","Yuma, AZ Metro Area",195751,195750,197124,202581,202105,201810,203039,203558,205463,207534
0100000US,,United States,0400000US72,72,Puerto Rico,Puerto Rico,3725789,3726157,3721525,3678732,3634488,3593077,3534874,3473177,3406520,3337177
0100000US,,United States,04000C0US72,72,Puerto Rico - In metropolitan statistical area,In metropolitan statistical area,3567524,3567892,3563233,3521556,3478575,3438138,3381789,3322122,3257800,3190926
0100000US,,United States,310M300US10380,10380,"Puerto Rico - In metropolitan statistical area - Aguadilla-Isabela, PR Metro Area","Aguadilla-Isabela, PR Metro Area",339441,339465,338935,335104,330765,326663,321434,315575,309215,302615
0100000US,,United States,310M300US11640,11640,"Puerto Rico - In metropolitan statistical area - Arecibo, PR Metro Area","Arecibo, PR Metro Area",199471,199471,199220,197385,195505,194020,191132,188275,184987,181643
0100000US,,United States,310M300US25020,25020,"Puerto Rico - In metropolitan statistical area - Guayama, PR Metro Area","Guayama, PR Metro Area",84214,84196,84080,82827,81939,81445,80262,78980,77630,76166
0100000US,,United States,310M300US32420,32420,"Puerto Rico - In metropolitan statistical area - Mayagüez, PR Metro Area","Mayagüez, PR Metro Area",106330,106330,106043,104221,102327,100570,98315,96133,93873,91557
0100000US,,United States,310M300US38660,38660,"Puerto Rico - In metropolitan statistical area - Ponce, PR Metro Area","Ponce, PR Metro Area",350480,350384,349413,343424,337264,331586,324677,317000,309016,300843
0100000US,,United States,310M300US41900,41900,"Puerto Rico - In metropolitan statistical area - San Germán, PR Metro Area","San Germán, PR Metro Area",137462,137722,137645,136433,135215,133974,132227,130274,128264,126097
0100000US,,United States,310M300US41980,41980,"Puerto Rico - In metropolitan statistical area - San Juan-Carolina-Caguas, PR Metro Area","San Juan-Carolina-Caguas, PR Metro Area",2350126,2350324,2347897,2322162,2295560,2269880,2233742,2195885,2154815,2112005
